identical,SurfMatches,PCL Matches,ICP Similarityscore,ColorHistDistance
1,65,9,1.04298e-05,0.0
1,59,7,8.56073e-06,0.756196
1,62,4,7.586849999999999e-06,0.754728
1,58,6,8.10559e-06,0.7529710000000001
1,59,6,8.212369999999999e-06,0.754242
1,63,8,7.89836e-06,0.762606
1,64,6,7.80991e-06,0.754302
1,63,5,8.907569999999999e-06,0.750455
1,10,3,1.61349e-05,0.796571
1,13,3,2.1280300000000004e-05,0.796442
1,15,3,2.05176e-05,0.799231
1,14,2,2.06552e-05,0.799784
1,10,2,2.21558e-05,0.7984060000000001
1,15,3,1.8618900000000002e-05,0.798791
